8159	Trends in cognitive sciences	Miao-Kun Sun	2012
617	Le visible et l'invisible	Maurice Merleau-Ponty	1979
614	An Exploratory Study of a Meditation-based Intervention for Binge Eating Disorder.	Jean L. Kristeller,Department of Psychology, Indiana State University, Terre Haute, Indiana|||Department of Psychology, Indiana State University, Terre Haute, Indiana;C. Brendan Hallett,Project Reality, Salt Lake City, Utah|||Project Reality, Salt Lake City, Utah	1999
606	The Effects of Mindfulness Meditation on Cognitive Processes and Affect in Patients with Past Depression	Wiveka Ramel,Department of Psychology, San Diego State University, San Diego, ;Philippe R. Goldin,Department of Psychiatry, University of California San Diego, San Diego, ;P. Carmona,Department of Veterans Affairs, San Diego Healthcare System, San Diego, ;John R. McQuaid,Department of Psychiatry, University of California San Diego, San Diego, 	2004
599	How the leopard changed its spots : the evolution of complexity	Brian C. Goodwin	1995
594	Stress reduction through mindfulness meditation. Effects on psychological symptomatology, sense of control, and spiritual experiences.	John A. Astin,Department of Psychology and Social Behavior, University of California, Irvine, Calif., USA	1997
585	Mindfulness-based therapy: a comprehensive meta-analysis.	Bassam Khoury;Tania Lecomte;Guillaume M. Fortin;Marjolaine Massé;Phillip Therien;Vanessa Bouchard;Marie-Andrée Chapleau;Karine Paquin;Stefan G. Hofmann	2013
585	Mindfulness-Based Approaches with Children and Adolescents: A Preliminary Review of Current Research in an Emergent Field	Christine A. Burke	2009
583	Meditation, mindfulness and cognitive flexibility	Adam W. Moore,Liverpool John Moores University, School of Psychology, 15–21 Webster Street, Liverpool L3 2ET, United Kingdom;Peter Malinowski,Liverpool John Moores University, School of Psychology, 15–21 Webster Street, Liverpool L3 2ET, United Kingdom	2009
581	Clarifying the Construct of Mindfulness in the Context of Emotion Regulation and the Process of Change in Therapy	Adele M. Hayes,University of Miami;Greg Feldman,University of Miami	2006
573	One year pre-post intervention follow-up of psychological, immune, endocrine and blood pressure outcomes of mindfulness-based stress reduction (MBSR) in breast and prostate cancer outpatients.	Linda E. Carlson,Department of Psychosocial Resources, Tom Baker Cancer Centre Holy Cross Site, Alberta Cancer Board, 2202 Second St. S.W., Calgary, Alta., Canada T3B 0W7;Michael Speca,Department of Psychosocial Resources, Tom Baker Cancer Centre Holy Cross Site, Alberta Cancer Board, 2202 Second St. S.W., Calgary, Alta., Canada T3B 0W7;Peter Faris,Department of Community Health Sciences, University of Calgary and Centre for Advancement of Health, Calgary Health Region, Canada;Kamala D. Patel,Department of Physiology and Biophysics, Faculty of Medicine, University of Calgary, Canada	2007
568	Mindfulness-Based Approaches with Children and Adolescents: A Preliminary Review of Current Research in an Emergent Field	Christine Burke,Centre for Mindfulness Research and Practice (CMRP), Department of Psychology, University of Wales, Bangor, Gwynedd, UK	2010
565	Cultivating mindfulness:Effects on well-being?	Shauna L. Shapiro,Santa Clara University|||Santa Clara University, Santa Clara, CA 95053;Doug Oman,University of California, Berkeley;Carl E. Thoresen,Stanford University;Thomas G. Plante,Santa Clara University;Tim Flinders,Santa Clara University	2008
563	Optimal experience: The flow experience and its significance for human psychology	Mihaly Csikszentmihalyi	1988
563	Four-year follow-up of a meditation-based program for the self-regulation of chronic pain: treatment outcomes and compliance	Jon Kabat-Zinn;Leslie Lipworth;R. Burney;W. Sellers	1986
563	Association Between Use of Unconventional Therapies and Conventional Medical Services	Benjamin G. Druss;Robert A. Rosenheck	1999
558	Meditation Programs for Psychological Stress and Well-being: A Systematic Review and Meta-analysis	Madhav Goyal,Department of Medicine, The Johns Hopkins University, Baltimore, Maryland;Sonal Singh,Department of Medicine, The Johns Hopkins University, Baltimore, Maryland;Erica Ms Sibinga,Department of Pediatrics, The Johns Hopkins University, Baltimore, Maryland;Neda F Gould,Department of Psychiatry and Behavioral Services, The Johns Hopkins University, Baltimore, Maryland;Anastasia Rowland-Seymour,Department of Medicine, The Johns Hopkins University, Baltimore, Maryland;Ritu Sharma,Department of Health Policy and Management, Johns Hopkins School of Public Health, Baltimore, Maryland;Zackary Berger,Department of Medicine, The Johns Hopkins University, Baltimore, Maryland;Dana Sleicher,Department of Psychiatry and Behavioral Services, The Johns Hopkins University, Baltimore, Maryland;David D Maron,Department of Health Policy and Management, Johns Hopkins School of Public Health, Baltimore, Maryland;Hasan M Shihab,Department of Health Policy and Management, Johns Hopkins School of Public Health, Baltimore, Maryland;Padmini D Ranasinghe,Department of Medicine, The Johns Hopkins University, Baltimore, Maryland;Shauna Linn,Department of Health Policy and Management, Johns Hopkins School of Public Health, Baltimore, Maryland;Shonali Saha,Department of Pediatrics, The Johns Hopkins University, Baltimore, Maryland;Eric B. Bass,Department of Medicine, The Johns Hopkins University, Baltimore, Maryland|||Department of Health Policy and Management, Johns Hopkins School of Public Health, Baltimore, Maryland;Jennifer A. Haythornthwaite,Department of Psychiatry and Behavioral Services, The Johns Hopkins University, Baltimore, Maryland	2014
554	What the Buddha taught	Walpola Rāhula	1974
546	The measurement of regional cerebral blood flow during the complex cognitive task of meditation: a preliminary SPECT study	Andrew B. Newberg,Division of Nuclear Medicine, Department of Radiology, University of Pennsylvania Medical Center, Philadelphia, PA 19104, USA;Abass Alavi,Division of Nuclear Medicine, Department of Radiology, University of Pennsylvania Medical Center, Philadelphia, PA 19104, USA;Michael J. Baime,Department of Medicine, University of Pennsylvania Medical Center, Philadelphia, PA, USA;Michael Pourdehnad,Division of Nuclear Medicine, Department of Radiology, University of Pennsylvania Medical Center, Philadelphia, PA 19104, USA;Jill Santanna,Department of Biostatistics and Epidemiology, University of Pennsylvania Medical Center, Philadelphia, PA, USA;Eugene G. D'Aquili,(Deceased), Previously Department of Psychiatry, University of Pennsylvania Medical Center, Philadelphia, PA, USA	2001
536	Demonstrating the Implicit Processing of Visually Presented Words and Pseudowords	Cathy J. Price,Wellcome Department of Cognitive Neurology, Institute of NeurologyLondon WC1N 3BG, United Kingdom;R. Wise,Wellcome Department of Cognitive Neurology, Institute of NeurologyLondon WC1N 3BG, United Kingdom;R. S. J. Frackowiak,Wellcome Department of Cognitive Neurology, Institute of NeurologyLondon WC1N 3BG, United Kingdom	1996
532	Spiritual Marketplace: Baby Boomers and the Remaking of American Religion	Wade Clark Roof	2001
532	Nationalism and the politics of culture in Quebec	Richard Handler	1988
521	Patterning of cognitive and somatic processes in the self-regulation of anxiety: effects of meditation versus exercise.	Schwartz G E;Davidson R J;Goleman D J	1978
519	Wherever you go there you are	Jon Kabat-Zinn	1994
518	Unformulated experience : from dissociation to imagination in psychoanalysis	Donnel B. Stern	1999
516	Silicon snake oil: second thoughts on the information highway	Clifford Stoll	1995
516	Impact of mindfulness-based stress reduction (MBSR) on sleep, mood, stress and fatigue symptoms in cancer outpatients.	Linda E. Carlson,Department of Oncology, Department of Psychology, University of Calgary, Calgary, Alberta, Canada;Sheila N. Garland,Department of Psychology, University of Calgary, Calgary, Alberta, Canada	2005
514	Human anterior and frontal midline theta and lower alpha reflect emotionally positive state and internalized attention: high-resolution EEG investigation of meditation.	Aftanas Li,Psychophysiology Laboratory, State-Research Institute of Physiology, Siberian Branch, Russian Academy of Medical Sciences, Timakova str 4, 630117, Novosibirsk, Russia;S.A. Golocheikine,Psychophysiology Laboratory, State-Research Institute of Physiology, Siberian Branch, Russian Academy of Medical Sciences, Timakova str 4, 630117, Novosibirsk, Russia	2001
513	Does mindfulness training improve cognitive abilities? A systematic review of neuropsychological findings	Alberto Chiesa,Institute of Psychiatry, University of Bologna, Italy;Raffaella Calati,Institute of Psychiatry, University of Bologna, Italy;Alessandro Serretti,Institute of Psychiatry, University of Bologna, Italy	2011
510	Depth of processing effects on neural correlates of memory encoding: Relationship between findings from across- and within-task comparisons	Leun J. Otten,University College London;Richard N. A. Henson,University College London;Michael D. Rugg,University College London	2001
507	Mindfulness Meditation Training in Adults and Adolescents With ADHD A Feasibility Study	Lidia Zylowska,University of California-Los Angeles;Deborah L. Ackerman,University of California-Los Angeles;May Yang,University of California-Los Angeles;Julie L. Futrell,University of California-Los Angeles;Nancy L. Horton,University of California-Los Angeles;T. Sigi Hale,University of California-Los Angeles;Caroly Pataki,University of Southern California;Susan L. Smalley,University of California-Los Angeles	2007
507	Impact of mindfulness-based stress reduction (MBSR) on sleep, mood, stress and fatigue symptoms in cancer outpatients	Linda E. Carlson,University of Calgary Department of Oncology, Department of Psychology 2202 2nd Street S.W. T2S 3C1 Calgary, Alberta Canada;Sheila N. Garland,University of Calgary Department of Psychology Calgary, Alberta Canada	2005
506	A Pilot Study and Randomized Controlled Trial of the Mindful Self-Compassion Program	Kristin D. Neff,University of Texas at Austin|||University of Texas at Austin;Christopher K. Germer,Harvard Medical School	2013
503	Neurophysiological Measures of Working Memory and Individual Differences in Cognitive Ability and Cognitive Style	Alan S. Gevins,San Francisco Brain Research Institute & SAM Technology, 425 Bush Street – Fifth Floor, San Francisco, CA 94108-3708, USA;Michael E. Smith,San Francisco Brain Research Institute & SAM Technology, 425 Bush Street – Fifth Floor, San Francisco, CA 94108-3708, USA	2000
